accuracy,precision,recall,f1_score,support
3.6242450388265746,0.9785056294779939,0.8248490077653149,0.8951310861423221,2318
3.5789473684210527,0.8862144420131292,0.8735979292493529,0.8798609602433196,2318
3.563848144952545,0.8652871621621622,0.8839516824849007,0.8745198463508322,2318
3.5987920621225196,0.9186315302820157,0.857204486626402,0.8868556125864763,2318
3.5642795513373597,0.8574969021065675,0.8955996548748921,0.8761342055285924,2318
3.608714408973253,0.9046778464254193,0.8843830888697153,0.8944153577661431,2318
3.6363244176013807,0.9629268292682926,0.8515962036238136,0.9038461538461539,2318
3.6156169111302847,0.9354990583804144,0.857204486626402,0.8946420531292211,2318
3.6233822260569455,0.9296228150873965,0.8718723037100949,0.8998219056099733,2318
3.6294219154443486,0.9356481481481481,0.8718723037100949,0.9026351049575703,2318
3.6328731665228644,0.9465973534971645,0.864106988783434,0.9034731619305368,2318
3.5120793787748057,0.7948717948717948,0.9361518550474547,0.8597464342313786,2318
3.3684210526315788,0.7011023622047244,0.9603106125970664,0.8104860731840524,2318
3.642795513373598,0.9341806627326373,0.8878343399482312,0.9104180491041806,2318
3.6389128559102675,0.9168126094570929,0.903364969801553,0.910039113428944,2318
3.5422778257118206,0.8115727002967359,0.9439171699741156,0.8727562824092541,2318
3.6337359792924935,0.9339449541284404,0.8783433994823123,0.905291240551356,2318
3.5642795513373597,0.8366394399066511,0.9279551337359793,0.8799345469421149,2318
3.562985332182916,0.8325635103926097,0.9331320103537533,0.8799837266069976,2318
3.6725625539257982,0.9504545454545454,0.9020707506471096,0.9256308100929614,2318
3.6337359792924935,0.9091695501730104,0.9068162208800691,0.9079913606911447,2318
3.6535806729939604,0.9276257722859664,0.9068162208800691,0.9171029668411866,2318
3.6798964624676445,0.9721303731695796,0.8878343399482312,0.9280721533258175,2318
3.598360655737705,0.8540688575899843,0.9417601380500431,0.8957734919983585,2318
3.6652286453839515,0.9281045751633987,0.9188955996548749,0.9234771298504227,2318
3.639344262295082,0.892459826946848,0.9344262295081968,0.9129610115911487,2318
3.669974115616911,0.9387211367673179,0.911993097497843,0.925164113785558,2318
3.6544434857635895,0.9155955441302485,0.9219154443485763,0.9187446259673258,2318
3.6031061259706645,0.8594551914725622,0.9391716997411562,0.8975468975468975,2318
3.6807592752372735,0.9574759945130316,0.903364969801553,0.9296337402885682,2318
3.6622088006902502,0.9176621160409556,0.9279551337359793,0.9227799227799227,2318
3.6406384814495256,0.8906633906633906,0.9383088869715271,0.9138655462184873,2318
3.674288179465056,0.9254498714652957,0.9318377911993098,0.9286328460877042,2318
3.681190681622088,0.9352173913043478,0.9279551337359793,0.9315721091381549,2318
3.5927523727351165,0.8399545970488081,0.9577221742881795,0.8949808506349527,2318
3.5729076790336496,0.8373795761078998,0.9374460742018982,0.8845918990433544,2318
3.6320103537532353,0.8776,0.9465056082830026,0.9107513491075135,2318
3.6781708369283868,0.9455113890129522,0.9132873166522865,0.9291200351108185,2318
3.656169111302847,0.9066945606694561,0.9348576358930112,0.9205607476635514,2318
3.653149266609146,0.9007033512618949,0.9391716997411562,0.9195353748680042,2318
3.634167385677308,0.8948685857321652,0.9253666954270923,0.9098621420996819,2318
3.663503019844694,0.9000407996736026,0.9516824849007766,0.925141539106731,2318
3.6652286453839515,0.9182630906768838,0.9305435720448663,0.924362545532462,2318
3.6695427092320965,0.9133528673084973,0.9413287316652287,0.9271298066709157,2318
3.6108714408973253,0.851894374282434,0.9603106125970664,0.9028594605556682,2318
3.537532355478861,0.7949805585012372,0.9702329594477999,0.8739071303672041,2318
3.6380500431406384,0.8828502415458938,0.9460742018981881,0.9133694294044148,2318
3.630716134598792,0.8712091374556912,0.9542709232096636,0.9108503191270332,2318
3.666522864538395,0.9089775561097256,0.9434857635893011,0.9259102455546147,2318
3.5987920621225196,0.8538491598280579,0.9426229508196722,0.8960426491695714,2318
