precision,recall,f1_score,support
0.9548162859980139,0.847136563876652,0.8977591036414566,2270
0.9288056206088993,0.873568281938326,0.9003405221339388,2270
0.7953348382242288,0.9312775330396476,0.8579545454545454,2270
0.7990395271518286,0.952863436123348,0.869198312236287,2270
0.8976311336717429,0.9348017621145375,0.9158394475615019,2270
0.9684601113172542,0.9198237885462555,0.9435155896972435,2270
0.9511429852084267,0.9348017621145375,0.9429015774272382,2270
0.8810302534750614,0.9493392070484582,0.9139100932994064,2270
0.9807240244475788,0.918942731277533,0.948828746872868,2270
0.9623411978221416,0.9343612334801762,0.9481448368350469,2270
0.9942666029622551,0.9167400881057268,0.9539307815723126,2270
0.8978405315614618,0.9524229074889868,0.9243266353142369,2270
0.9236410698878343,0.9431718061674009,0.9333042720139494,2270
0.9833650190114068,0.9114537444933921,0.9460448102423411,2270
0.9210076857386849,0.9502202643171807,0.9353859496964441,2270
0.9059613769941226,0.9506607929515418,0.9277730008598452,2270
0.8363003095975232,0.9519823788546256,0.8903996703749485,2270
0.9776432231020028,0.9246696035242291,0.9504188363142404,2270
0.9790013999066729,0.9242290748898678,0.9508271017448447,2270
0.9562866155926093,0.9348017621145375,0.9454221430162619,2270
0.9754969949144706,0.9295154185022027,0.9519512745319197,2270
0.9350762527233115,0.945374449339207,0.9401971522453451,2270
0.891914191419142,0.9524229074889868,0.9211759693225395,2270
0.9794007490636704,0.9215859030837005,0.9496141625056741,2270
0.9938183547313362,0.920704845814978,0.9558655385319003,2270
