train_loss,train_accuracy,val_loss,val_accuracy
0.23441412140889797,92.73564647377938,0.1956109209723181,94.93728104870607
0.21394957424853853,93.33182640144665,0.1909390810153467,93.75070629449655
0.20430838429178727,93.37138336347198,0.18540131863501433,93.35518137642671
0.20225818262555068,93.32334990958408,0.18054556350806633,94.27053904395977
0.19483496978959813,93.30357142857143,0.17226862982451488,93.36648208837157
0.18983583393461234,93.3996383363472,0.1695376403308172,94.53045541869137
0.1861620480447307,93.46745027124774,0.17353509835523667,95.25370098316193
0.19447218414537515,93.08035714285714,0.20049685293393169,94.71126680980902
0.18295487244133493,93.34595388788426,0.16903129166407552,94.91467962481636
0.17736908218151407,93.64263110307414,0.15871274549004843,95.0728895920443
0.17250106268129556,93.71609403254973,0.16527275415472417,95.16329528760312
0.16945795496592253,93.80933544303798,0.16298368932317486,91.99909594304441
0.1696655991643829,93.82063743218806,0.19719121385392524,88.23595886540852
0.16564397499046102,93.90822784810126,0.15399492904543877,95.42321166233472
0.15958146977947374,94.00146925858951,0.14195754924427262,95.32150525483105
0.15938673650081292,94.09753616636527,0.15104835794019184,92.79014577918409
0.15895276497140068,94.063630198915,0.17623411147124904,95.18589671149283
0.1519241798500687,94.3377034358047,0.15296000566521137,93.36648208837157
0.15480750529381831,94.34335443037975,0.1580792616704385,93.332579952537
0.14964771240437655,94.36030741410488,0.1404839921340668,96.20296078652954
0.14394897700811166,94.60612567811935,0.14867369202133135,95.18589671149283
0.14649395960607106,94.39138788426763,0.1364350013515289,95.70572946095604
0.14387919774673083,94.53831374321881,0.14415490258779887,96.39507288959204
0.1414593080021643,94.7756555153707,0.13028182368055521,94.25923833201492
0.13734608200828377,94.76152802893309,0.1265538095248689,96.01084868346706
0.136665782721117,94.80956148282098,0.12944664530080857,95.33280596677591
0.13472585125774092,94.94235985533454,0.14061397117756896,96.13515651486044
0.13277033142152683,94.74740054249548,0.1251797566605772,95.72833088484575
0.1308831490717734,95.09776220614829,0.13158136781760685,94.3835461634083
0.12836125974373297,95.18535262206149,0.14289222192019224,96.41767431348175
0.12648331415022693,95.30967450271248,0.11872018123273369,95.93174369985309
0.12412461462964525,95.21925858951175,0.12220124153942942,95.36670810261046
0.12216119805711304,95.32097649186257,0.11628701418584628,96.24816363430897
0.11989256193622219,95.43117088607595,0.11376748699024855,96.4289750254266
0.11812149736336407,95.60352622061482,0.12331271565539374,94.11232907673184
0.11643139655898858,95.54136528028933,0.13828680528957638,93.59249632726862
0.11516972712727826,95.6374321880651,0.11758749255334301,95.14069386371341
0.11123227566871355,95.6628616636528,0.15965786787326172,96.34987004181264
0.11367859147745059,95.58374773960217,0.11839398568857917,95.77353373262515
0.11180625566589573,95.79848553345388,0.11192686728489913,95.6944287490112
0.10930157461579196,95.85782097649187,0.1252898839871875,95.19719742343767
0.10599640189294465,95.88325045207957,0.10229125986773548,95.96564583568765
0.10688463190930877,95.9002034358047,0.11414824657999784,96.01084868346706
0.10190828981224925,96.03017631103074,0.1102364186679931,96.12385580291559
0.10319515286690503,95.99627034358048,0.11628850341754422,94.58695897841564
0.10282397719864711,96.07255877034358,0.13488635720966533,92.6658379477907
0.10020645194523589,96.04430379746836,0.11264791907809621,95.29890383094136
0.10149630801465907,96.12341772151899,0.1293886387720704,95.10679172787886
0.09649983721921662,96.18275316455696,0.11220600622163403,96.04475081930161
0.09402278849811278,96.25339059674502,0.12988824650591654,94.27053904395977
