precision,recall,f1_score,support
0.9319877139096094,0.9356828193832599,0.9338316113431524,2270
0.9275671069450362,0.9590308370044053,0.9430366038553173,2270
0.9685110211426001,0.9484581497797356,0.9583797017582906,2270
0.9627192982456141,0.9669603524229075,0.9648351648351648,2270
0.9500645716745587,0.9722466960352423,0.9610276507729152,2270
0.9715175789942145,0.9616740088105726,0.9665707327872481,2270
0.9524432809773123,0.9616740088105726,0.9570363875493204,2270
0.9603789836347976,0.9823788546255506,0.9712543554006969,2270
0.9829901521933752,0.9674008810572687,0.9751332149200711,2270
0.9775528169014085,0.9784140969162995,0.9779832672831352,2270
0.9507221750212405,0.9859030837004406,0.9679930795847751,2270
0.9866903283052352,0.9797356828193833,0.9832007073386385,2270
0.9695652173913043,0.9823788546255506,0.975929978118162,2270
0.9812667261373773,0.9691629955947136,0.975177304964539,2270
0.9789473684210527,0.9832599118942731,0.981098901098901,2270
